Date,Day,Branch,Open,Close,Reason,ReturnChutesOpen
2024-09-15,Sunday,Woden,,,Major upgrade works,FALSE
2024-09-16,Monday,Woden,,,Major upgrade works,FALSE
2024-09-17,Tuesday,Woden,,,Major upgrade works,FALSE
2024-09-18,Wednesday,Woden,,,Major upgrade works,FALSE
2024-09-19,Thursday,Woden,,,Major upgrade works,FALSE
2024-09-20,Friday,Woden,,,Major upgrade works,FALSE
2024-09-21,Saturday,Woden,,,Major upgrade works,FALSE
2024-09-22,Sunday,Woden,,,Major upgrade works,FALSE
2024-09-23,Monday,Woden,,,Major upgrade works,FALSE
2024-09-24,Tuesday,Woden,,,Major upgrade works,FALSE
2024-09-25,Wednesday,Woden,,,Major upgrade works,FALSE
2024-09-26,Thursday,Woden,,,Major upgrade works,FALSE
2024-09-27,Friday,Woden,,,Major upgrade works,FALSE
2024-09-28,Saturday,Woden,,,Major upgrade works,FALSE
2024-09-29,Sunday,Woden,,,Major upgrade works,FALSE
2024-09-30,Monday,Woden,,,Major upgrade works,FALSE
2024-10-01,Tuesday,Woden,,,Major upgrade works,FALSE
2024-10-02,Wednesday,Woden,,,Major upgrade works,FALSE
2024-10-03,Thursday,Woden,,,Major upgrade works,FALSE
2024-10-04,Friday,Woden,,,Major upgrade works,FALSE
2024-10-05,Saturday,Woden,,,Major upgrade works,FALSE
2024-10-06,Sunday,Woden,,,Major upgrade works,FALSE
2024-10-07,Monday,Dickson,,,Labour Day,TRUE
2024-10-07,Monday,Gungahlin,,,Labour Day,TRUE
2024-10-07,Monday,Woden,,,Labour Day,TRUE
2024-10-07,Monday,Civic,,,Labour Day,TRUE
2024-10-07,Monday,Erindale,,,Labour Day,TRUE
2024-10-07,Monday,Belconnen,,,Labour Day,TRUE
2024-10-07,Monday,Kingston,,,Labour Day,TRUE
2024-10-07,Monday,Kippax,,,Labour Day,TRUE
2024-10-07,Monday,Tuggeranong,,,Labour Day,TRUE
2024-10-08,Tuesday,Woden,,,Major upgrade works,FALSE
2024-10-09,Wednesday,Woden,,,Major upgrade works,FALSE
2024-10-10,Thursday,Woden,,,Major upgrade works,FALSE
2024-10-11,Friday,Woden,,,Major upgrade works,FALSE
2024-10-12,Saturday,Woden,,,Major upgrade works,FALSE
2024-10-13,Sunday,Woden,,,Major upgrade works,FALSE
2024-10-14,Monday,Woden,,,Major upgrade works,FALSE
2024-10-15,Tuesday,Woden,,,Major upgrade works,FALSE
2024-10-16,Wednesday,Woden,,,Major upgrade works,FALSE
2024-10-17,Thursday,Woden,,,Major upgrade works,FALSE
2024-10-18,Friday,Woden,,,Major upgrade works,FALSE
2024-10-19,Saturday,Woden,,,Major upgrade works,FALSE
2024-10-20,Sunday,Woden,,,Major upgrade works,FALSE
2024-10-21,Monday,Woden,,,Major upgrade works,FALSE
2024-10-22,Tuesday,Woden,,,Major upgrade works,FALSE
2024-10-23,Wednesday,Woden,,,Major upgrade works,FALSE
2024-10-24,Thursday,Woden,,,Major upgrade works,FALSE
2024-10-25,Friday,Woden,,,Major upgrade works,FALSE
2024-10-26,Saturday,Woden,,,Major upgrade works,FALSE
2024-10-27,Sunday,Woden,,,Major upgrade works,FALSE
2024-10-28,Monday,Woden,,,Major upgrade works,FALSE
2024-10-29,Tuesday,Woden,,,Major upgrade works,FALSE
2024-10-30,Wednesday,Woden,,,Major upgrade works,FALSE
2024-10-31,Thursday,Woden,,,Major upgrade works,FALSE
2024-11-01,Friday,Woden,,,Major upgrade works,FALSE
2024-11-02,Saturday,Woden,,,Major upgrade works,FALSE
2024-11-03,Sunday,Woden,,,Major upgrade works,FALSE
2024-11-04,Monday,Woden,,,Major upgrade works,FALSE
2024-11-05,Tuesday,Woden,,,Major upgrade works,FALSE
2024-11-06,Wednesday,Woden,,,Major upgrade works,FALSE
2024-11-07,Thursday,Woden,,,Major upgrade works,FALSE
2024-11-08,Friday,Woden,,,Major upgrade works,FALSE
2024-11-09,Saturday,Woden,,,Major upgrade works,FALSE
2024-11-10,Sunday,Woden,,,Major upgrade works,FALSE
2024-11-11,Monday,Woden,,,Major upgrade works,FALSE
2024-11-12,Tuesday,Woden,,,Major upgrade works,FALSE
2024-11-13,Wednesday,Woden,,,Major upgrade works,FALSE
2024-11-14,Thursday,Woden,,,Major upgrade works,FALSE
2024-11-15,Friday,Woden,,,Major upgrade works,FALSE
2024-11-16,Saturday,Woden,,,Major upgrade works,FALSE
2024-11-17,Sunday,Woden,,,Major upgrade works,FALSE
2024-12-25,Wednesday,Dickson,,,Christmas Day,FALSE
2024-12-25,Wednesday,Gungahlin,,,Christmas Day,FALSE
2024-12-25,Wednesday,Woden,,,Christmas Day,FALSE
2024-12-25,Wednesday,Civic,,,Christmas Day,FALSE
2024-12-25,Wednesday,Erindale,,,Christmas Day,FALSE
2024-12-25,Wednesday,Belconnen,,,Christmas Day,FALSE
2024-12-25,Wednesday,Kingston,,,Christmas Day,FALSE
2024-12-25,Wednesday,Kippax,,,Christmas Day,FALSE
2024-12-25,Wednesday,Tuggeranong,,,Christmas Day,FALSE
2024-12-26,Thursday,Dickson,,,Boxing Day,FALSE
2024-12-26,Thursday,Gungahlin,,,Boxing Day,FALSE
2024-12-26,Thursday,Woden,,,Boxing Day,FALSE
2024-12-26,Thursday,Civic,,,Boxing Day,FALSE
2024-12-26,Thursday,Erindale,,,Boxing Day,FALSE
2024-12-26,Thursday,Belconnen,,,Boxing Day,FALSE
2024-12-26,Thursday,Kingston,,,Boxing Day,FALSE
2024-12-26,Thursday,Kippax,,,Boxing Day,FALSE
2024-12-26,Thursday,Tuggeranong,,,Boxing Day,FALSE
2024-12-27,Friday,Dickson,,,ACT Public Service Holiday,FALSE
2024-12-27,Friday,Gungahlin,,,ACT Public Service Holiday,FALSE
2024-12-27,Friday,Woden,,,ACT Public Service Holiday,FALSE
2024-12-27,Friday,Civic,,,ACT Public Service Holiday,FALSE
2024-12-27,Friday,Erindale,,,ACT Public Service Holiday,FALSE
2024-12-27,Friday,Belconnen,,,ACT Public Service Holiday,FALSE
2024-12-27,Friday,Kingston,,,ACT Public Service Holiday,FALSE
2024-12-27,Friday,Kippax,,,ACT Public Service Holiday,FALSE
2024-12-27,Friday,Tuggeranong,,,ACT Public Service Holiday,FALSE
2024-12-28,Saturday,Dickson,,,End of Year Closedown,FALSE
2024-12-28,Saturday,Gungahlin,,,End of Year Closedown,FALSE
2024-12-28,Saturday,Woden,,,End of Year Closedown,FALSE
2024-12-28,Saturday,Civic,,,End of Year Closedown,FALSE
2024-12-28,Saturday,Erindale,,,End of Year Closedown,FALSE
2024-12-28,Saturday,Belconnen,,,End of Year Closedown,FALSE
2024-12-28,Saturday,Kingston,,,End of Year Closedown,FALSE
2024-12-28,Saturday,Kippax,,,End of Year Closedown,FALSE
2024-12-28,Saturday,Tuggeranong,,,End of Year Closedown,FALSE
2024-12-29,Sunday,Dickson,,,End of Year Closedown,FALSE
2024-12-29,Sunday,Gungahlin,,,End of Year Closedown,FALSE
2024-12-29,Sunday,Woden,,,End of Year Closedown,FALSE
2024-12-29,Sunday,Civic,,,End of Year Closedown,FALSE
2024-12-29,Sunday,Erindale,,,End of Year Closedown,FALSE
2024-12-29,Sunday,Belconnen,,,End of Year Closedown,FALSE
2024-12-29,Sunday,Kingston,,,End of Year Closedown,FALSE
2024-12-29,Sunday,Kippax,,,End of Year Closedown,FALSE
2024-12-29,Sunday,Tuggeranong,,,End of Year Closedown,FALSE
2024-12-30,Monday,Dickson,,,End of Year Closedown,FALSE
2024-12-30,Monday,Gungahlin,,,End of Year Closedown,FALSE
2024-12-30,Monday,Woden,,,End of Year Closedown,FALSE
2024-12-30,Monday,Civic,,,End of Year Closedown,FALSE
2024-12-30,Monday,Erindale,,,End of Year Closedown,FALSE
2024-12-30,Monday,Belconnen,,,End of Year Closedown,FALSE
2024-12-30,Monday,Kingston,,,End of Year Closedown,FALSE
2024-12-30,Monday,Kippax,,,End of Year Closedown,FALSE
2024-12-30,Monday,Tuggeranong,,,End of Year Closedown,FALSE
2024-12-31,Tuesday,Dickson,,,End of Year Closedown,FALSE
2024-12-31,Tuesday,Gungahlin,,,End of Year Closedown,FALSE
2024-12-31,Tuesday,Woden,,,End of Year Closedown,FALSE
2024-12-31,Tuesday,Civic,,,End of Year Closedown,FALSE
2024-12-31,Tuesday,Erindale,,,End of Year Closedown,FALSE
2024-12-31,Tuesday,Belconnen,,,End of Year Closedown,FALSE
2024-12-31,Tuesday,Kingston,,,End of Year Closedown,FALSE
2024-12-31,Tuesday,Kippax,,,End of Year Closedown,FALSE
2024-12-31,Tuesday,Tuggeranong,,,End of Year Closedown,FALSE
2025-01-01,Wednesday,Dickson,,,End of Year Closedown,FALSE
2025-01-01,Wednesday,Gungahlin,,,End of Year Closedown,FALSE
2025-01-01,Wednesday,Woden,,,End of Year Closedown,FALSE
2025-01-01,Wednesday,Civic,,,End of Year Closedown,FALSE
2025-01-01,Wednesday,Erindale,,,End of Year Closedown,FALSE
2025-01-01,Wednesday,Belconnen,,,End of Year Closedown,FALSE
2025-01-01,Wednesday,Kingston,,,End of Year Closedown,FALSE
2025-01-01,Wednesday,Kippax,,,End of Year Closedown,FALSE
2025-01-01,Wednesday,Tuggeranong,,,End of Year Closedown,FALSE
2025-01-02,Thursday,Dickson,,,End of Year Closedown,FALSE
2025-01-02,Thursday,Gungahlin,,,End of Year Closedown,FALSE
2025-01-02,Thursday,Woden,,,End of Year Closedown,FALSE
2025-01-02,Thursday,Civic,,,End of Year Closedown,FALSE
2025-01-02,Thursday,Erindale,,,End of Year Closedown,FALSE
2025-01-02,Thursday,Belconnen,,,End of Year Closedown,FALSE
2025-01-02,Thursday,Kingston,,,End of Year Closedown,FALSE
2025-01-02,Thursday,Kippax,,,End of Year Closedown,FALSE
2025-01-02,Thursday,Tuggeranong,,,End of Year Closedown,FALSE
2025-01-03,Friday,Dickson,,,End of Year Closedown,FALSE
2025-01-03,Friday,Gungahlin,,,End of Year Closedown,FALSE
2025-01-03,Friday,Woden,,,End of Year Closedown,FALSE
2025-01-03,Friday,Civic,,,End of Year Closedown,FALSE
2025-01-03,Friday,Erindale,,,End of Year Closedown,FALSE
2025-01-03,Friday,Belconnen,,,End of Year Closedown,FALSE
2025-01-03,Friday,Kingston,,,End of Year Closedown,FALSE
2025-01-03,Friday,Kippax,,,End of Year Closedown,FALSE
2025-01-03,Friday,Tuggeranong,,,End of Year Closedown,FALSE
2025-01-04,Saturday,Dickson,,,End of Year Closedown,FALSE
2025-01-04,Saturday,Gungahlin,,,End of Year Closedown,FALSE
2025-01-04,Saturday,Woden,,,End of Year Closedown,FALSE
2025-01-04,Saturday,Civic,,,End of Year Closedown,FALSE
2025-01-04,Saturday,Erindale,,,End of Year Closedown,FALSE
2025-01-04,Saturday,Belconnen,,,End of Year Closedown,FALSE
2025-01-04,Saturday,Kingston,,,End of Year Closedown,FALSE
2025-01-04,Saturday,Kippax,,,End of Year Closedown,FALSE
2025-01-04,Saturday,Tuggeranong,,,End of Year Closedown,FALSE
2025-01-05,Sunday,Dickson,,,End of Year Closedown,FALSE
2025-01-05,Sunday,Gungahlin,,,End of Year Closedown,FALSE
2025-01-05,Sunday,Woden,,,End of Year Closedown,FALSE
2025-01-05,Sunday,Civic,,,End of Year Closedown,FALSE
2025-01-05,Sunday,Erindale,,,End of Year Closedown,FALSE
2025-01-05,Sunday,Belconnen,,,End of Year Closedown,FALSE
2025-01-05,Sunday,Kingston,,,End of Year Closedown,FALSE
2025-01-05,Sunday,Kippax,,,End of Year Closedown,FALSE
2025-01-05,Sunday,Tuggeranong,,,End of Year Closedown,FALSE
2025-01-06,Monday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-06,Monday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-06,Monday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-06,Monday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-06,Monday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-06,Monday,Belconnen,,,Summer Hours 2024-5,TRUE
2025-01-06,Monday,Kingston,,,Summer Hours 2024-5,TRUE
2025-01-06,Monday,Kippax,,,Summer Hours 2024-5,TRUE
2025-01-06,Monday,Tuggeranong,,,Summer Hours 2024-5,TRUE
2025-01-07,Tuesday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-07,Tuesday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-07,Tuesday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-07,Tuesday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-07,Tuesday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-07,Tuesday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-07,Tuesday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-07,Tuesday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-07,Tuesday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-08,Wednesday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-08,Wednesday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-08,Wednesday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-08,Wednesday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-08,Wednesday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-08,Wednesday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-08,Wednesday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-08,Wednesday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-08,Wednesday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-09,Thursday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-09,Thursday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-09,Thursday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-09,Thursday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-09,Thursday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-09,Thursday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-09,Thursday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-09,Thursday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-09,Thursday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-10,Friday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-10,Friday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-10,Friday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-10,Friday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-10,Friday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-10,Friday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-10,Friday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-10,Friday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-10,Friday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-11,Saturday,Dickson,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-11,Saturday,Gungahlin,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-11,Saturday,Woden,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-11,Saturday,Civic,,,Summer Hours 2024-5,TRUE
2025-01-11,Saturday,Erindale,,,Summer Hours 2024-5,TRUE
2025-01-11,Saturday,Belconnen,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-11,Saturday,Kingston,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-11,Saturday,Kippax,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-11,Saturday,Tuggeranong,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-12,Sunday,Dickson,,,Summer Hours 2024-5,TRUE
2025-01-12,Sunday,Gungahlin,,,Summer Hours 2024-5,TRUE
2025-01-12,Sunday,Woden,,,Summer Hours 2024-5,TRUE
2025-01-12,Sunday,Civic,,,Summer Hours 2024-5,TRUE
2025-01-12,Sunday,Erindale,,,Summer Hours 2024-5,TRUE
2025-01-12,Sunday,Belconnen,,,Summer Hours 2024-5,TRUE
2025-01-12,Sunday,Kingston,,,Summer Hours 2024-5,TRUE
2025-01-12,Sunday,Kippax,,,Summer Hours 2024-5,TRUE
2025-01-12,Sunday,Tuggeranong,,,Summer Hours 2024-5,TRUE
2025-01-13,Monday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-13,Monday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-13,Monday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-13,Monday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-13,Monday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-13,Monday,Belconnen,,,Summer Hours 2024-5,TRUE
2025-01-13,Monday,Kingston,,,Summer Hours 2024-5,TRUE
2025-01-13,Monday,Kippax,,,Summer Hours 2024-5,TRUE
2025-01-13,Monday,Tuggeranong,,,Summer Hours 2024-5,TRUE
2025-01-14,Tuesday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-14,Tuesday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-14,Tuesday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-14,Tuesday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-14,Tuesday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-14,Tuesday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-14,Tuesday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-14,Tuesday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-14,Tuesday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-15,Wednesday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-15,Wednesday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-15,Wednesday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-15,Wednesday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-15,Wednesday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-15,Wednesday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-15,Wednesday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-15,Wednesday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-15,Wednesday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-16,Thursday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-16,Thursday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-16,Thursday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-16,Thursday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-16,Thursday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-16,Thursday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-16,Thursday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-16,Thursday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-16,Thursday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-17,Friday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-17,Friday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-17,Friday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-17,Friday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-17,Friday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-17,Friday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-17,Friday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-17,Friday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-17,Friday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-18,Saturday,Dickson,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-18,Saturday,Gungahlin,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-18,Saturday,Woden,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-18,Saturday,Civic,,,Summer Hours 2024-5,TRUE
2025-01-18,Saturday,Erindale,,,Summer Hours 2024-5,TRUE
2025-01-18,Saturday,Belconnen,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-18,Saturday,Kingston,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-18,Saturday,Kippax,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-18,Saturday,Tuggeranong,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-19,Sunday,Dickson,,,Summer Hours 2024-5,TRUE
2025-01-19,Sunday,Gungahlin,,,Summer Hours 2024-5,TRUE
2025-01-19,Sunday,Woden,,,Summer Hours 2024-5,TRUE
2025-01-19,Sunday,Civic,,,Summer Hours 2024-5,TRUE
2025-01-19,Sunday,Erindale,,,Summer Hours 2024-5,TRUE
2025-01-19,Sunday,Belconnen,,,Summer Hours 2024-5,TRUE
2025-01-19,Sunday,Kingston,,,Summer Hours 2024-5,TRUE
2025-01-19,Sunday,Kippax,,,Summer Hours 2024-5,TRUE
2025-01-19,Sunday,Tuggeranong,,,Summer Hours 2024-5,TRUE
2025-01-20,Monday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-20,Monday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-20,Monday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-20,Monday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-20,Monday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-20,Monday,Belconnen,,,Summer Hours 2024-5,TRUE
2025-01-20,Monday,Kingston,,,Summer Hours 2024-5,TRUE
2025-01-20,Monday,Kippax,,,Summer Hours 2024-5,TRUE
2025-01-20,Monday,Tuggeranong,,,Summer Hours 2024-5,TRUE
2025-01-21,Tuesday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-21,Tuesday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-21,Tuesday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-21,Tuesday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-21,Tuesday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-21,Tuesday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-21,Tuesday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-21,Tuesday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-21,Tuesday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-22,Wednesday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-22,Wednesday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-22,Wednesday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-22,Wednesday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-22,Wednesday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-22,Wednesday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-22,Wednesday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-22,Wednesday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-22,Wednesday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-23,Thursday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-23,Thursday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-23,Thursday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-23,Thursday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-23,Thursday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-23,Thursday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-23,Thursday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-23,Thursday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-23,Thursday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-24,Friday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-24,Friday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-24,Friday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-24,Friday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-24,Friday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-24,Friday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-24,Friday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-24,Friday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-24,Friday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-25,Saturday,Dickson,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-25,Saturday,Gungahlin,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-25,Saturday,Woden,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-25,Saturday,Civic,,,Summer Hours 2024-5,TRUE
2025-01-25,Saturday,Erindale,,,Summer Hours 2024-5,TRUE
2025-01-25,Saturday,Belconnen,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-25,Saturday,Kingston,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-25,Saturday,Kippax,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-25,Saturday,Tuggeranong,10:00,16:00,Summer Hours 2024-5,TRUE
2025-01-26,Sunday,Dickson,,,Summer Hours 2024-5,TRUE
2025-01-26,Sunday,Gungahlin,,,Summer Hours 2024-5,TRUE
2025-01-26,Sunday,Woden,,,Summer Hours 2024-5,TRUE
2025-01-26,Sunday,Civic,,,Summer Hours 2024-5,TRUE
2025-01-26,Sunday,Erindale,,,Summer Hours 2024-5,TRUE
2025-01-26,Sunday,Belconnen,,,Summer Hours 2024-5,TRUE
2025-01-26,Sunday,Kingston,,,Summer Hours 2024-5,TRUE
2025-01-26,Sunday,Kippax,,,Summer Hours 2024-5,TRUE
2025-01-26,Sunday,Tuggeranong,,,Summer Hours 2024-5,TRUE
2025-01-27,Monday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-27,Monday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-27,Monday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-27,Monday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-27,Monday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-27,Monday,Belconnen,,,Summer Hours 2024-5,TRUE
2025-01-27,Monday,Kingston,,,Summer Hours 2024-5,TRUE
2025-01-27,Monday,Kippax,,,Summer Hours 2024-5,TRUE
2025-01-27,Monday,Tuggeranong,,,Summer Hours 2024-5,TRUE
2025-01-28,Tuesday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
