Date,Day,Branch,Open,Close,Reason,ReturnChutesOpen
2025-12-29,Monday,Kingston,,,End of Year Closedown,FALSE
2025-12-29,Monday,Kippax,,,End of Year Closedown,FALSE
2025-12-29,Monday,Tuggeranong,,,End of Year Closedown,FALSE
2025-12-30,Tuesday,Dickson,,,End of Year Closedown,FALSE
2025-12-30,Tuesday,Gungahlin,,,End of Year Closedown,FALSE
2025-12-30,Tuesday,Woden,,,End of Year Closedown,FALSE
2025-12-30,Tuesday,Civic,,,End of Year Closedown,FALSE
2025-12-30,Tuesday,Erindale,,,End of Year Closedown,FALSE
2025-12-30,Tuesday,Belconnen,,,End of Year Closedown,FALSE
2025-12-30,Tuesday,Kingston,,,End of Year Closedown,FALSE
2025-12-30,Tuesday,Kippax,,,End of Year Closedown,FALSE
2025-12-30,Tuesday,Tuggeranong,,,End of Year Closedown,FALSE
2025-12-31,Wednesday,Dickson,,,End of Year Closedown,FALSE
2025-12-31,Wednesday,Gungahlin,,,End of Year Closedown,FALSE
2025-12-31,Wednesday,Woden,,,End of Year Closedown,FALSE
2025-12-31,Wednesday,Civic,,,End of Year Closedown,FALSE
2025-12-31,Wednesday,Erindale,,,End of Year Closedown,FALSE
2025-12-31,Wednesday,Belconnen,,,End of Year Closedown,FALSE
2025-12-31,Wednesday,Kingston,,,End of Year Closedown,FALSE
2025-12-31,Wednesday,Kippax,,,End of Year Closedown,FALSE
2025-12-31,Wednesday,Tuggeranong,,,End of Year Closedown,FALSE
2026-01-01,Thursday,Dickson,,,End of Year Closedown,FALSE
2026-01-01,Thursday,Gungahlin,,,End of Year Closedown,FALSE
2026-01-01,Thursday,Woden,,,End of Year Closedown,FALSE
2026-01-01,Thursday,Civic,,,End of Year Closedown,FALSE
2026-01-01,Thursday,Erindale,,,End of Year Closedown,FALSE
2026-01-01,Thursday,Belconnen,,,End of Year Closedown,FALSE
2026-01-01,Thursday,Kingston,,,End of Year Closedown,FALSE
2026-01-01,Thursday,Kippax,,,End of Year Closedown,FALSE
2026-01-01,Thursday,Tuggeranong,,,End of Year Closedown,FALSE
2026-01-02,Friday,Dickson,,,End of Year Closedown,FALSE
2026-01-02,Friday,Gungahlin,,,End of Year Closedown,FALSE
2026-01-02,Friday,Woden,,,End of Year Closedown,FALSE
2026-01-02,Friday,Civic,,,End of Year Closedown,FALSE
2026-01-02,Friday,Erindale,,,End of Year Closedown,FALSE
2026-01-02,Friday,Belconnen,,,End of Year Closedown,FALSE
2026-01-02,Friday,Kingston,,,End of Year Closedown,FALSE
2026-01-02,Friday,Kippax,,,End of Year Closedown,FALSE
2026-01-02,Friday,Tuggeranong,,,End of Year Closedown,FALSE
2026-01-03,Saturday,Dickson,,,End of Year Closedown,FALSE
2026-01-03,Saturday,Gungahlin,,,End of Year Closedown,FALSE
2026-01-03,Saturday,Woden,,,End of Year Closedown,FALSE
2026-01-03,Saturday,Civic,,,End of Year Closedown,FALSE
2026-01-03,Saturday,Erindale,,,End of Year Closedown,FALSE
2026-01-03,Saturday,Belconnen,,,End of Year Closedown,FALSE
2026-01-03,Saturday,Kingston,,,End of Year Closedown,FALSE
2026-01-03,Saturday,Kippax,,,End of Year Closedown,FALSE
2026-01-03,Saturday,Tuggeranong,,,End of Year Closedown,FALSE
2026-01-04,Sunday,Dickson,,,End of Year Closedown,FALSE
2026-01-04,Sunday,Gungahlin,,,End of Year Closedown,FALSE
2026-01-04,Sunday,Woden,,,End of Year Closedown,FALSE
2026-01-04,Sunday,Civic,,,End of Year Closedown,FALSE
2026-01-04,Sunday,Erindale,,,End of Year Closedown,FALSE
2026-01-04,Sunday,Belconnen,,,End of Year Closedown,FALSE
2026-01-04,Sunday,Kingston,,,End of Year Closedown,FALSE
2026-01-04,Sunday,Kippax,,,End of Year Closedown,FALSE
2026-01-04,Sunday,Tuggeranong,,,End of Year Closedown,FALSE
2026-01-05,Monday,Belconnen,,,Summer Hours 2025-6,TRUE
2026-01-05,Monday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-05,Monday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-05,Monday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-05,Monday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-05,Monday,Kingston,,,Summer Hours 2025-6,TRUE
2026-01-05,Monday,Kippax,,,Summer Hours 2025-6,TRUE
2026-01-05,Monday,Tuggeranong,,,Summer Hours 2025-6,TRUE
2026-01-05,Monday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-06,Tuesday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-06,Tuesday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-06,Tuesday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-06,Tuesday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-06,Tuesday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-06,Tuesday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-06,Tuesday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-06,Tuesday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-06,Tuesday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-07,Wednesday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-07,Wednesday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-07,Wednesday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-07,Wednesday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-07,Wednesday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-07,Wednesday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-07,Wednesday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-07,Wednesday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-07,Wednesday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-08,Thursday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-08,Thursday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-08,Thursday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-08,Thursday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-08,Thursday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-08,Thursday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-08,Thursday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-08,Thursday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-08,Thursday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-09,Friday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-09,Friday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-09,Friday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-09,Friday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-09,Friday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-09,Friday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-09,Friday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-09,Friday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-09,Friday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-10,Saturday,Belconnen,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-10,Saturday,Civic,,,Summer Hours 2025-6,TRUE
2026-01-10,Saturday,Dickson,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-10,Saturday,Erindale,,,Summer Hours 2025-6,TRUE
2026-01-10,Saturday,Gungahlin,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-10,Saturday,Kingston,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-10,Saturday,Kippax,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-10,Saturday,Tuggeranong,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-10,Saturday,Woden,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-11,Sunday,Belconnen,,,Summer Hours 2025-6,TRUE
2026-01-11,Sunday,Civic,,,Summer Hours 2025-6,TRUE
2026-01-11,Sunday,Dickson,,,Summer Hours 2025-6,TRUE
2026-01-11,Sunday,Erindale,,,Summer Hours 2025-6,TRUE
2026-01-11,Sunday,Gungahlin,,,Summer Hours 2025-6,TRUE
2026-01-11,Sunday,Kingston,,,Summer Hours 2025-6,TRUE
2026-01-11,Sunday,Kippax,,,Summer Hours 2025-6,TRUE
2026-01-11,Sunday,Tuggeranong,,,Summer Hours 2025-6,TRUE
2026-01-11,Sunday,Woden,,,Summer Hours 2025-6,TRUE
2026-01-12,Monday,Belconnen,,,Summer Hours 2025-6,TRUE
2026-01-12,Monday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-12,Monday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-12,Monday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-12,Monday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-12,Monday,Kingston,,,Summer Hours 2025-6,TRUE
2026-01-12,Monday,Kippax,,,Summer Hours 2025-6,TRUE
2026-01-12,Monday,Tuggeranong,,,Summer Hours 2025-6,TRUE
2026-01-12,Monday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-13,Tuesday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-13,Tuesday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-13,Tuesday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-13,Tuesday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-13,Tuesday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-13,Tuesday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-13,Tuesday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-13,Tuesday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-13,Tuesday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-14,Wednesday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-14,Wednesday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-14,Wednesday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-14,Wednesday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-14,Wednesday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-14,Wednesday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-14,Wednesday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-14,Wednesday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-14,Wednesday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-15,Thursday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-15,Thursday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-15,Thursday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-15,Thursday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-15,Thursday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-15,Thursday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-15,Thursday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-15,Thursday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-15,Thursday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-16,Friday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-16,Friday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-16,Friday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-16,Friday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-16,Friday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-16,Friday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-16,Friday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-16,Friday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-16,Friday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-17,Saturday,Belconnen,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-17,Saturday,Civic,,,Summer Hours 2025-6,TRUE
2026-01-17,Saturday,Dickson,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-17,Saturday,Erindale,,,Summer Hours 2025-6,TRUE
2026-01-17,Saturday,Gungahlin,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-17,Saturday,Kingston,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-17,Saturday,Kippax,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-17,Saturday,Tuggeranong,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-17,Saturday,Woden,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-18,Sunday,Belconnen,,,Summer Hours 2025-6,TRUE
2026-01-18,Sunday,Civic,,,Summer Hours 2025-6,TRUE
2026-01-18,Sunday,Dickson,,,Summer Hours 2025-6,TRUE
2026-01-18,Sunday,Erindale,,,Summer Hours 2025-6,TRUE
2026-01-18,Sunday,Gungahlin,,,Summer Hours 2025-6,TRUE
2026-01-18,Sunday,Kingston,,,Summer Hours 2025-6,TRUE
2026-01-18,Sunday,Kippax,,,Summer Hours 2025-6,TRUE
2026-01-18,Sunday,Tuggeranong,,,Summer Hours 2025-6,TRUE
2026-01-18,Sunday,Woden,,,Summer Hours 2025-6,TRUE
2026-01-19,Monday,Belconnen,,,Summer Hours 2025-6,TRUE
2026-01-19,Monday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-19,Monday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-19,Monday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-19,Monday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-19,Monday,Kingston,,,Summer Hours 2025-6,TRUE
2026-01-19,Monday,Kippax,,,Summer Hours 2025-6,TRUE
2026-01-19,Monday,Tuggeranong,,,Summer Hours 2025-6,TRUE
2026-01-19,Monday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-20,Tuesday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-20,Tuesday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-20,Tuesday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-20,Tuesday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-20,Tuesday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-20,Tuesday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-20,Tuesday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-20,Tuesday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-20,Tuesday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-21,Wednesday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-21,Wednesday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-21,Wednesday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-21,Wednesday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-21,Wednesday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-21,Wednesday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-21,Wednesday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-21,Wednesday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-21,Wednesday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-22,Thursday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-22,Thursday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-22,Thursday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-22,Thursday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-22,Thursday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-22,Thursday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-22,Thursday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-22,Thursday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-22,Thursday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-23,Friday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-23,Friday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-23,Friday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-23,Friday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-23,Friday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-23,Friday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-23,Friday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-23,Friday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-23,Friday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-24,Saturday,Belconnen,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-24,Saturday,Civic,,,Summer Hours 2025-6,TRUE
2026-01-24,Saturday,Dickson,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-24,Saturday,Erindale,,,Summer Hours 2025-6,TRUE
2026-01-24,Saturday,Gungahlin,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-24,Saturday,Kingston,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-24,Saturday,Kippax,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-24,Saturday,Tuggeranong,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-24,Saturday,Woden,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-25,Sunday,Belconnen,,,Summer Hours 2025-6,TRUE
2026-01-25,Sunday,Civic,,,Summer Hours 2025-6,TRUE
2026-01-25,Sunday,Dickson,,,Summer Hours 2025-6,TRUE
2026-01-25,Sunday,Erindale,,,Summer Hours 2025-6,TRUE
2026-01-25,Sunday,Gungahlin,,,Summer Hours 2025-6,TRUE
2026-01-25,Sunday,Kingston,,,Summer Hours 2025-6,TRUE
2026-01-25,Sunday,Kippax,,,Summer Hours 2025-6,TRUE
2026-01-25,Sunday,Tuggeranong,,,Summer Hours 2025-6,TRUE
2026-01-25,Sunday,Woden,,,Summer Hours 2025-6,TRUE
2026-01-26,Monday,Dickson,,,Australia Day,TRUE
2026-01-26,Monday,Gungahlin,,,Australia Day,TRUE
2026-01-26,Monday,Woden,,,Australia Day,TRUE
2026-01-26,Monday,Civic,,,Australia Day,TRUE
2026-01-26,Monday,Erindale,,,Australia Day,TRUE
2026-01-26,Monday,Belconnen,,,Australia Day,TRUE
2026-01-26,Monday,Kingston,,,Australia Day,TRUE
2026-01-26,Monday,Kippax,,,Australia Day,TRUE
2026-01-26,Monday,Tuggeranong,,,Australia Day,TRUE
2026-01-27,Tuesday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-27,Tuesday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-27,Tuesday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-27,Tuesday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-27,Tuesday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-27,Tuesday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-27,Tuesday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-27,Tuesday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-27,Tuesday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-28,Wednesday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-28,Wednesday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-28,Wednesday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-28,Wednesday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-28,Wednesday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-28,Wednesday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-28,Wednesday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-28,Wednesday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-28,Wednesday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-29,Thursday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-29,Thursday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-29,Thursday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-29,Thursday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-29,Thursday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-29,Thursday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-29,Thursday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-29,Thursday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-29,Thursday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-30,Friday,Belconnen,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-30,Friday,Civic,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-30,Friday,Dickson,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-30,Friday,Erindale,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-30,Friday,Gungahlin,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-30,Friday,Kingston,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-30,Friday,Kippax,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-30,Friday,Tuggeranong,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-30,Friday,Woden,10:00,17:30,Summer Hours 2025-6,TRUE
2026-01-31,Saturday,Belconnen,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-31,Saturday,Civic,,,Summer Hours 2025-6,TRUE
2026-01-31,Saturday,Dickson,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-31,Saturday,Erindale,,,Summer Hours 2025-6,TRUE
2026-01-31,Saturday,Gungahlin,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-31,Saturday,Kingston,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-31,Saturday,Kippax,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-31,Saturday,Tuggeranong,10:00,16:00,Summer Hours 2025-6,TRUE
2026-01-31,Saturday,Woden,10:00,16:00,Summer Hours 2025-6,TRUE
2026-02-01,Sunday,Belconnen,,,Summer Hours 2025-6,TRUE
2026-02-01,Sunday,Civic,,,Summer Hours 2025-6,TRUE
2026-02-01,Sunday,Dickson,,,Summer Hours 2025-6,TRUE
2026-02-01,Sunday,Erindale,,,Summer Hours 2025-6,TRUE
2026-02-01,Sunday,Gungahlin,,,Summer Hours 2025-6,TRUE
2026-02-01,Sunday,Kingston,,,Summer Hours 2025-6,TRUE
2026-02-01,Sunday,Kippax,,,Summer Hours 2025-6,TRUE
2026-02-01,Sunday,Tuggeranong,,,Summer Hours 2025-6,TRUE
2026-02-01,Sunday,Woden,,,Summer Hours 2025-6,TRUE
